review_id,silver_labels,silver_scores
28968,"[np.int64(93), np.int64(157), np.int64(208)]","[0.6190212885229479, 0.6237630899504396, 0.6873321231813945]"
28969,"[np.int64(89), np.int64(170), np.int64(470)]","[0.6999999590510891, 0.6949770439838914, 0.6610559611458157]"
28970,"[np.int64(52), np.int64(269), np.int64(387)]","[0.672532072250555, 0.6409991176548968, 0.6916460337276952]"
28971,"[np.int64(335), np.int64(338), np.int64(473)]","[0.785783410617521, 0.642145309422109, 0.8566206949364057]"
28972,"[np.int64(377), np.int64(383), np.int64(511)]","[0.6999999633884153, 0.6647992890435518, 0.772945299053907]"
28973,"[np.int64(32), np.int64(261), np.int64(465)]","[0.699999964049152, 0.6356002030444, 0.6671631384598261]"
28974,"[np.int64(10), np.int64(129), np.int64(289)]","[0.6096264497206647, 0.6436876221322094, 0.6318501022212475]"
28975,"[np.int64(345), np.int64(377), np.int64(422)]","[0.5825565315194927, 0.699999964546638, 0.6866870848476692]"
28976,"[np.int64(230), np.int64(298), np.int64(356)]","[0.6391290122635792, 0.6482419227159139, 0.6878690093116382]"
28977,"[np.int64(25), np.int64(80), np.int64(246)]","[0.626056851120723, 0.6263901735833193, 0.802845493519099]"
28978,"[np.int64(265), np.int64(278), np.int64(424)]","[0.6540791297406275, 0.7301607968077118, 0.654118693847252]"
28979,"[np.int64(501), np.int64(510), np.int64(511)]","[0.6609434334372686, 0.816872862479247, 0.6999999617830033]"
28980,"[np.int64(11), np.int64(301), np.int64(411)]","[0.6894677034066744, 0.6813358122581812, 0.6362837009600061]"
28981,"[np.int64(147), np.int64(180), np.int64(405)]","[0.6376424168121617, 0.7636762693615956, 0.7151706901085075]"
28982,"[np.int64(57), np.int64(90), np.int64(506)]","[0.6188563008279222, 0.6999999582543979, 0.635696179218284]"
28983,"[np.int64(68), np.int64(157), np.int64(335)]","[0.6143919675393877, 0.6061084699403564, 0.6999999604496709]"
28984,"[np.int64(66), np.int64(503), np.int64(506)]","[0.7831707157284804, 0.6328781180884819, 0.641856938272676]"
28985,"[np.int64(68), np.int64(471), np.int64(530)]","[0.6335957089798067, 0.6416320183058369, 0.6343142747190255]"
28986,"[np.int64(66), np.int64(293), np.int64(388)]","[0.5932017832551237, 0.8165482906975889, 0.7171036477421259]"
28987,"[np.int64(335), np.int64(461), np.int64(473)]","[0.761616386767354, 0.6948460173127939, 0.8817635021730368]"
28988,"[np.int64(345), np.int64(422), np.int64(510)]","[0.6163100392049365, 0.6999999597744585, 0.8432224424232704]"
28989,"[np.int64(79), np.int64(242), np.int64(386)]","[0.6648988416009519, 0.6781969655070025, 0.7495989024848845]"
28990,"[np.int64(47), np.int64(218), np.int64(468)]","[0.8249009860484203, 0.6792342904508186, 0.6999999571284297]"
28991,"[np.int64(377), np.int64(417), np.int64(422)]","[0.6990017244286758, 0.6241269971096839, 0.6999999608754921]"
28992,"[np.int64(39), np.int64(246), np.int64(461)]","[0.6630068246504007, 0.8343770939083697, 0.6895765099958434]"
28993,"[np.int64(90), np.int64(473), np.int64(511)]","[0.7652934236681467, 0.7831012235498906, 0.6719668031306837]"
28994,"[np.int64(90), np.int64(421), np.int64(473)]","[0.9163690491780256, 0.6784823852732365, 0.8568146367326485]"
28995,"[np.int64(40), np.int64(231), np.int64(356)]","[0.6234318589695375, 0.8428699973814833, 0.6255196291695042]"
28996,"[np.int64(335), np.int64(461), np.int64(473)]","[0.7576663316084673, 0.6839847223871623, 0.8751358114720655]"
28997,"[np.int64(192), np.int64(364), np.int64(470)]","[0.6867056310606469, 0.6562434011004254, 0.6805830238236101]"
28998,"[np.int64(80), np.int64(91), np.int64(442)]","[0.5959433209665291, 0.6073737581227245, 0.6547792194765693]"
28999,"[np.int64(65), np.int64(86), np.int64(173)]","[0.6331467668109482, 0.6813679209008505, 0.7366188577665982]"
29000,"[np.int64(83), np.int64(246), np.int64(502)]","[0.623535445819882, 0.7202416120074843, 0.6443354497559047]"
29001,"[np.int64(90), np.int64(93), np.int64(200)]","[0.9477974420652009, 0.6738598155055433, 0.6816615008605531]"
29002,"[np.int64(15), np.int64(86), np.int64(421)]","[0.5888426540666625, 0.6416557225717275, 0.608086902363927]"
29003,"[np.int64(257), np.int64(313), np.int64(522)]","[0.6612214257981734, 0.6784259048042058, 0.7858064352681865]"
29004,"[np.int64(63), np.int64(411), np.int64(507)]","[0.636061854274839, 0.6439992269101685, 0.6470258684228919]"
29005,"[np.int64(90), np.int64(93), np.int64(512)]","[0.6999999621374607, 0.6252504040892586, 0.6394945938252865]"
29006,"[np.int64(148), np.int64(217), np.int64(275)]","[0.8652239547406781, 0.6479912315496641, 0.7345185545528969]"
29007,"[np.int64(87), np.int64(249), np.int64(377)]","[0.8349957314332934, 0.606242690198393, 0.6999999636943395]"
29008,"[np.int64(65), np.int64(93), np.int64(227)]","[0.6902225229301284, 0.7253768905535343, 0.6396445910124693]"
29009,"[np.int64(208), np.int64(424), np.int64(442)]","[0.6569706430922713, 0.639129337946345, 0.6099220247844382]"
29010,"[np.int64(25), np.int64(90), np.int64(157)]","[0.6704420336928599, 0.8849221443178782, 0.6815280033887557]"
29011,"[np.int64(279), np.int64(448), np.int64(468)]","[0.6659226361035422, 0.7094422464432294, 0.6999999610353234]"
29012,"[np.int64(82), np.int64(473), np.int64(509)]","[0.6075545788833158, 0.7752426913015019, 0.5996469532876112]"
29013,"[np.int64(67), np.int64(242), np.int64(448)]","[0.6577476651119136, 0.7390825140368539, 0.6223228416539721]"
29014,"[np.int64(47), np.int64(51), np.int64(64)]","[0.6699301084833326, 0.6690000823613063, 0.7470210456236197]"
29015,"[np.int64(279), np.int64(387), np.int64(512)]","[0.6695171199045779, 0.6935011754419239, 0.6219784086071722]"
29016,"[np.int64(79), np.int64(297), np.int64(448)]","[0.6208494440548922, 0.6539080251293632, 0.6097814229460147]"
29017,"[np.int64(86), np.int64(337), np.int64(471)]","[0.6220771469905914, 0.6967625792885686, 0.6707356275915577]"
29018,"[np.int64(89), np.int64(218), np.int64(246)]","[0.6808116106354171, 0.6663467471877635, 0.6999999563685537]"
29019,"[np.int64(88), np.int64(145), np.int64(264)]","[0.7774582530502406, 0.684608027942037, 0.6882527860180292]"
29020,"[np.int64(157), np.int64(321), np.int64(506)]","[0.6734612382846675, 0.6727250161822682, 0.6394269309722764]"
29021,"[np.int64(32), np.int64(419), np.int64(504)]","[0.6999999618130346, 0.6769281913676082, 0.6344845607084084]"
29022,"[np.int64(383), np.int64(470), np.int64(471)]","[0.6874944837492549, 0.6682203438166416, 0.63173907108227]"
29023,"[np.int64(232), np.int64(511), np.int64(512)]","[0.6722093224492788, 0.6896410965172762, 0.6664302889013487]"
29024,"[np.int64(318), np.int64(350), np.int64(481)]","[0.6050631149549568, 0.5782957831732819, 0.6099391154068097]"
29025,"[np.int64(169), np.int64(258), np.int64(442)]","[0.6495754688725698, 0.6325826585454287, 0.6338994456305641]"
29026,"[np.int64(169), np.int64(298), np.int64(422)]","[0.6300622219986063, 0.635339535811392, 0.6999999620075661]"
29027,"[np.int64(49), np.int64(80), np.int64(442)]","[0.7308395671904968, 0.6572184155982489, 0.6459943199651914]"
29028,"[np.int64(76), np.int64(83), np.int64(502)]","[0.6999999611567043, 0.8311073233885129, 0.6532516216618132]"
29029,"[np.int64(162), np.int64(242), np.int64(502)]","[0.6284411491469384, 0.8469798738348169, 0.633880810023356]"
29030,"[np.int64(63), np.int64(158), np.int64(232)]","[0.6277235993163219, 0.6768870504569091, 0.6499046141971753]"
29031,"[np.int64(65), np.int64(137), np.int64(370)]","[0.7010589935720344, 0.700427254925912, 0.6501757798380152]"
29032,"[np.int64(84), np.int64(218), np.int64(496)]","[0.6242478020862696, 0.6397471706257026, 0.6470325506164791]"
29033,"[np.int64(147), np.int64(180), np.int64(367)]","[0.6381089439410349, 0.7743020503079989, 0.6792182566483638]"
29034,"[np.int64(130), np.int64(377), np.int64(468)]","[0.708748377604625, 0.6999999667204708, 0.6968508946099101]"
29035,"[np.int64(79), np.int64(90), np.int64(473)]","[0.6014599007105104, 0.8058893489804746, 0.8637238500095639]"
29036,"[np.int64(90), np.int64(223), np.int64(288)]","[0.6999999566171742, 0.6235885110980666, 0.618897191824306]"
29037,"[np.int64(10), np.int64(75), np.int64(157)]","[0.6451089710003916, 0.7105808531526641, 0.6533750405147926]"
29038,"[np.int64(91), np.int64(279), np.int64(510)]","[0.7051481648118662, 0.6248854116727527, 0.6501356154385786]"
29039,"[np.int64(85), np.int64(358), np.int64(479)]","[0.6352832767319208, 0.6370346555745622, 0.6355760445062131]"
29040,"[np.int64(442), np.int64(461), np.int64(468)]","[0.8503576799068062, 0.7140455242740011, 0.6999999599546103]"
29041,"[np.int64(358), np.int64(370), np.int64(424)]","[0.6999999648183485, 0.6187601865308812, 0.609699976072147]"
29042,"[np.int64(169), np.int64(218), np.int64(427)]","[0.6723986485618598, 0.7740039206651952, 0.6492797161958821]"
29043,"[np.int64(30), np.int64(208), np.int64(506)]","[0.7214335530355183, 0.6876678483857193, 0.6999999583712135]"
29044,"[np.int64(216), np.int64(377), np.int64(465)]","[0.6144727457286688, 0.6999999678689285, 0.6262855576421033]"
29045,"[np.int64(171), np.int64(279), np.int64(422)]","[0.7880076413178918, 0.6193887370578476, 0.6999999645973858]"
29046,"[np.int64(93), np.int64(157), np.int64(384)]","[0.6585621272326404, 0.631580546506109, 0.6168925807768806]"
29047,"[np.int64(208), np.int64(249), np.int64(288)]","[0.6414056985819666, 0.6176378622085735, 0.7707615939907955]"
29048,"[np.int64(88), np.int64(246), np.int64(411)]","[0.6540169945208272, 0.6999999539389702, 0.5922865003056481]"
29049,"[np.int64(68), np.int64(269), np.int64(530)]","[0.6850716757286851, 0.6258025996624044, 0.623432127457806]"
29050,"[np.int64(174), np.int64(261), np.int64(356)]","[0.6438744338835004, 0.6246921417462279, 0.6403404810939609]"
29051,"[np.int64(85), np.int64(260), np.int64(475)]","[0.631772155071226, 0.6877376053456444, 0.6152450615049527]"
29052,"[np.int64(89), np.int64(327), np.int64(470)]","[0.6984398440682671, 0.6389780798759361, 0.6999999557438535]"
29053,"[np.int64(90), np.int64(461), np.int64(473)]","[0.8088244620041907, 0.7135570747278029, 0.9226587844127296]"
29054,"[np.int64(9), np.int64(346), np.int64(485)]","[0.7138941962967287, 0.6817279656655113, 0.6684263154717445]"
29055,"[np.int64(345), np.int64(468), np.int64(502)]","[0.5911375812055267, 0.699999959198975, 0.6133790577244589]"
29056,"[np.int64(39), np.int64(134), np.int64(170)]","[0.6999999547913962, 0.6731834196285763, 0.7575014201568946]"
29057,"[np.int64(346), np.int64(355), np.int64(481)]","[0.6988653443772853, 0.7226075211432452, 0.7634358512797886]"
29058,"[np.int64(129), np.int64(200), np.int64(207)]","[0.7694255594260337, 0.6231719496029691, 0.6396774089790749]"
29059,"[np.int64(27), np.int64(163), np.int64(333)]","[0.6158366624506652, 0.6155417134528878, 0.6999999587888417]"
29060,"[np.int64(157), np.int64(378), np.int64(392)]","[0.6488645202470489, 0.6263559676579599, 0.6404145815684423]"
29061,"[np.int64(85), np.int64(364), np.int64(419)]","[0.6196650575207446, 0.617451728777782, 0.7186869812740471]"
29062,"[np.int64(15), np.int64(68), np.int64(468)]","[0.6383439160638997, 0.6575512035287381, 0.6999999550430824]"
29063,"[np.int64(171), np.int64(479), np.int64(504)]","[0.7838824192135851, 0.6298090684262805, 0.650508154347182]"
29064,"[np.int64(28), np.int64(200), np.int64(369)]","[0.6655333471475171, 0.6774544929722455, 0.7483375982433537]"
29065,"[np.int64(9), np.int64(443), np.int64(522)]","[0.6631752651636579, 0.6845708094991518, 0.6579290788414376]"
29066,"[np.int64(293), np.int64(377), np.int64(465)]","[0.8066345718703143, 0.6999999666857256, 0.6478312776361783]"
29067,"[np.int64(39), np.int64(85), np.int64(333)]","[0.6606236873363984, 0.6364871137561869, 0.6191692684310386]"
29068,"[np.int64(23), np.int64(240), np.int64(395)]","[0.6446752724328053, 0.6551888637280616, 0.7153541324234001]"
29069,"[np.int64(106), np.int64(264), np.int64(449)]","[0.6605389697004735, 0.6707851575651076, 0.718814738722916]"
29070,"[np.int64(9), np.int64(402), np.int64(485)]","[0.6462886209622185, 0.7342566114307958, 0.6457572197367161]"
29071,"[np.int64(162), np.int64(232), np.int64(503)]","[0.628757866247917, 0.6192270466322701, 0.6999999568338153]"
29072,"[np.int64(15), np.int64(88), np.int64(424)]","[0.6745919845730103, 0.6897987190965138, 0.6262608992523646]"
29073,"[np.int64(231), np.int64(336), np.int64(405)]","[0.622853489924295, 0.6708242300254087, 0.6795224350447306]"
29074,"[np.int64(86), np.int64(312), np.int64(379)]","[0.6467925733219384, 0.6391231851249841, 0.6748498340622201]"
29075,"[np.int64(208), np.int64(321), np.int64(377)]","[0.642602998084734, 0.6586210690539211, 0.6999999625752711]"
29076,"[np.int64(79), np.int64(442), np.int64(448)]","[0.7117000331260945, 0.8389260211973221, 0.6683121533480535]"
29077,"[np.int64(157), np.int64(208), np.int64(422)]","[0.6479864275914504, 0.6713748795859766, 0.6999999546339148]"
29078,"[np.int64(87), np.int64(178), np.int64(383)]","[0.6258691794625505, 0.6309563912850344, 0.6999999597996395]"
29079,"[np.int64(208), np.int64(269), np.int64(387)]","[0.6796108986698978, 0.6354001755840968, 0.6742420549750908]"
29080,"[np.int64(77), np.int64(471), np.int64(481)]","[0.6580640668588834, 0.6516616547777443, 0.6491823407029319]"
29081,"[np.int64(49), np.int64(93), np.int64(465)]","[0.7814832238214455, 0.6493720369100062, 0.6742304275092916]"
29082,"[np.int64(129), np.int64(370), np.int64(479)]","[0.6441269923660053, 0.8574330952723184, 0.6564877539705348]"
29083,"[np.int64(10), np.int64(109), np.int64(239)]","[0.6985257370250317, 0.6794583585312961, 0.6786367230117117]"
29084,"[np.int64(18), np.int64(148), np.int64(200)]","[0.7008888565304527, 0.773664564136438, 0.7844965209913674]"
29085,"[np.int64(57), np.int64(90), np.int64(148)]","[0.630300531946614, 0.9105315563035928, 0.7218431199009496]"
29086,"[np.int64(39), np.int64(80), np.int64(220)]","[0.6564382567525144, 0.6364257167253995, 0.7220168302093453]"
29087,"[np.int64(82), np.int64(231), np.int64(461)]","[0.8513637135081908, 0.6365872519833597, 0.678566563569492]"
29088,"[np.int64(170), np.int64(335), np.int64(338)]","[0.7525701237649276, 0.6999999637915111, 0.6107277063060497]"
29089,"[np.int64(50), np.int64(100), np.int64(190)]","[0.7873665474654772, 0.7187508423874123, 0.7018099779447071]"
29090,"[np.int64(62), np.int64(468), np.int64(511)]","[0.7593247529625117, 0.6999999594625389, 0.6981227776111665]"
29091,"[np.int64(147), np.int64(231), np.int64(530)]","[0.7221805737654929, 0.6470775755315223, 0.7672889641066725]"
29092,"[np.int64(10), np.int64(205), np.int64(511)]","[0.6524236067726525, 0.7305997138500553, 0.6722387282942887]"
29093,"[np.int64(171), np.int64(209), np.int64(449)]","[0.6252643230160859, 0.7189887415448677, 0.6624897135108782]"
29094,"[np.int64(63), np.int64(93), np.int64(530)]","[0.6461435096808373, 0.6762456753247149, 0.6552179095379388]"
29095,"[np.int64(28), np.int64(85), np.int64(333)]","[0.6294156899474265, 0.6143692084156842, 0.6128703754823721]"
29096,"[np.int64(242), np.int64(473), np.int64(510)]","[0.7427136291899189, 0.7796847153989239, 0.6999999573049565]"
29097,"[np.int64(275), np.int64(405), np.int64(410)]","[0.6134542606975836, 0.6078152613615311, 0.6203566586473217]"
29098,"[np.int64(63), np.int64(120), np.int64(414)]","[0.804648996664254, 0.6149259223788017, 0.6367504368461117]"
29099,"[np.int64(92), np.int64(249), np.int64(345)]","[0.6874424656099861, 0.6684003174857053, 0.8537938811650487]"
29100,"[np.int64(126), np.int64(190), np.int64(275)]","[0.6416601607154913, 0.6499078185352439, 0.6289641066310115]"
29101,"[np.int64(76), np.int64(87), np.int64(157)]","[0.6777369774467118, 0.6424426728187851, 0.6999999626095437]"
29102,"[np.int64(86), np.int64(121), np.int64(217)]","[0.6862250732529576, 0.746117541736131, 0.9218451340580731]"
29103,"[np.int64(327), np.int64(468), np.int64(471)]","[0.8209971627097112, 0.6999999578986443, 0.6702087961983196]"
29104,"[np.int64(218), np.int64(292), np.int64(468)]","[0.6333772492816631, 0.6387523950729878, 0.6938014868635419]"
29105,"[np.int64(148), np.int64(330), np.int64(510)]","[0.7418128744006203, 0.7481429580264716, 0.840541821017144]"
29106,"[np.int64(129), np.int64(387), np.int64(465)]","[0.7658545176507214, 0.6918360345970905, 0.6872524818447537]"
29107,"[np.int64(338), np.int64(461), np.int64(473)]","[0.6265558228929781, 0.6784690849858019, 0.8464021814912996]"
29108,"[np.int64(65), np.int64(93), np.int64(473)]","[0.8075968116622263, 0.7791296215205407, 0.7963454372801675]"
29109,"[np.int64(47), np.int64(262), np.int64(503)]","[0.6705581656967413, 0.6748404651262149, 0.6895242165660187]"
29110,"[np.int64(60), np.int64(93), np.int64(442)]","[0.6371855789360169, 0.6905041344810328, 0.64224674374588]"
29111,"[np.int64(231), np.int64(448), np.int64(511)]","[0.656941993920239, 0.6327701443014342, 0.7776020490855331]"
29112,"[np.int64(6), np.int64(273), np.int64(331)]","[0.6270435076638239, 0.6328962409455996, 0.6316692884111613]"
29113,"[np.int64(157), np.int64(364), np.int64(506)]","[0.6587548945115789, 0.6453354648610272, 0.6251754507091725]"
29114,"[np.int64(275), np.int64(468), np.int64(511)]","[0.743450907104523, 0.6709252799129645, 0.6551868223887309]"
29115,"[np.int64(146), np.int64(338), np.int64(473)]","[0.6382602648859197, 0.6358471300815939, 0.8432010995860383]"
29116,"[np.int64(162), np.int64(232), np.int64(278)]","[0.6451489098644049, 0.6438189698541458, 0.6717345369106211]"
29117,"[np.int64(85), np.int64(364), np.int64(369)]","[0.629091131120144, 0.6453288691992465, 0.8124328920439592]"
29118,"[np.int64(12), np.int64(370), np.int64(419)]","[0.6451284007200176, 0.6448641894165708, 0.6268583342898331]"
29119,"[np.int64(88), np.int64(241), np.int64(270)]","[0.6859977189501869, 0.6239693982976632, 0.790817382228005]"
29120,"[np.int64(206), np.int64(231), np.int64(369)]","[0.6808539347899685, 0.709928793050814, 0.8488954873045593]"
29121,"[np.int64(61), np.int64(383), np.int64(390)]","[0.644418266409468, 0.6996110783064523, 0.6348728040005738]"
29122,"[np.int64(32), np.int64(83), np.int64(470)]","[0.6869940148137866, 0.6233067869001095, 0.6572036671972938]"
